SMILES;Ratio Ln;apol;ASA;ASA+;ASA-;ASA_H;ASA_P;a_acc;a_acid;a_aro;a_base;a_count;a_don;a_donacc;a_heavy;a_hyd;a_IC;a_ICM;a_nB;a_nBr;a_nC;a_nCl;a_nF;a_nH;a_nI;a_nN;a_nO;a_nP;a_nS;balabanJ;BCUT_PEOE_0;BCUT_PEOE_1;BCUT_PEOE_2;BCUT_PEOE_3;BCUT_SLOGP_0;BCUT_SLOGP_1;BCUT_SLOGP_2;BCUT_SLOGP_3;BCUT_SMR_0;BCUT_SMR_1;BCUT_SMR_2;BCUT_SMR_3;bpol;b_1rotN;b_1rotR;b_ar;b_count;b_double;b_heavy;b_max1len;b_rotN;b_rotR;b_single;b_triple;CASA+;CASA-;chi0;chi0v;chi0v_C;chi0_C;chi1;chi1v;chi1v_C;chi1_C;chiral;chiral_u;DASA;DCASA;dens;density;diameter;dipole;E;E_ang;E_ele;E_nb;E_oop;E_sol;E_stb;E_str;E_strain;E_tor;E_vdw;FASA+;FASA-;FASA_H;FASA_P;FCASA+;FCASA-;FCharge;GCUT_PEOE_0;GCUT_PEOE_1;GCUT_PEOE_2;GCUT_PEOE_3;GCUT_SLOGP_0;GCUT_SLOGP_1;GCUT_SLOGP_2;GCUT_SLOGP_3;GCUT_SMR_0;GCUT_SMR_1;GCUT_SMR_2;GCUT_SMR_3;glob;h_ema;h_emd;h_emd_C;h_logD;h_logP;h_logS;h_log_dbo;h_log_pbo;h_mr;h_pavgQ;h_pKa;h_pKb;h_pstates;h_pstrain;Kier1;Kier2;Kier3;KierA1;KierA2;KierA3;KierFlex;logP(o/w);logS;mr;mutagenic;nmol;npr1;npr2;PC+;PC-;PEOE_PC+;PEOE_PC-;PEOE_RPC+;PEOE_RPC-;PEOE_VSA+0;PEOE_VSA+1;PEOE_VSA+2;PEOE_VSA+3;PEOE_VSA+4;PEOE_VSA+5;PEOE_VSA+6;PEOE_VSA-0;PEOE_VSA-1;PEOE_VSA-2;PEOE_VSA-3;PEOE_VSA-4;PEOE_VSA-5;PEOE_VSA-6;PEOE_VSA_FHYD;PEOE_VSA_FNEG;PEOE_VSA_FPNEG;PEOE_VSA_FPOL;PEOE_VSA_FPOS;PEOE_VSA_FPPOS;PEOE_VSA_HYD;PEOE_VSA_NEG;PEOE_VSA_PNEG;PEOE_VSA_POL;PEOE_VSA_POS;PEOE_VSA_PPOS;petitjean;petitjeanSC;pmi;pmi1;pmi2;pmi3;Q_PC+;Q_PC-;Q_RPC+;Q_RPC-;Q_VSA_FHYD;Q_VSA_FNEG;Q_VSA_FPNEG;Q_VSA_FPOL;Q_VSA_FPOS;Q_VSA_FPPOS;Q_VSA_HYD;Q_VSA_NEG;Q_VSA_PNEG;Q_VSA_POL;Q_VSA_POS;Q_VSA_PPOS;radius;reactive;rgyr;rings;RPC+;RPC-;rsynth;SlogP;SlogP_VSA0;SlogP_VSA1;SlogP_VSA2;SlogP_VSA3;SlogP_VSA4;SlogP_VSA5;SlogP_VSA6;SlogP_VSA7;SlogP_VSA8;SlogP_VSA9;SMR;SMR_VSA0;SMR_VSA1;SMR_VSA2;SMR_VSA3;SMR_VSA4;SMR_VSA5;SMR_VSA6;SMR_VSA7;std_dim1;std_dim2;std_dim3;TPSA;VAdjEq;VAdjMa;VDistEq;VDistMa;vdw_area;vdw_vol;vol;VSA;vsa_acc;vsa_acid;vsa_base;vsa_don;vsa_hyd;vsa_other;vsa_pol;vsurf_A;vsurf_CP;vsurf_CW1;vsurf_CW2;vsurf_CW3;vsurf_CW4;vsurf_CW5;vsurf_CW6;vsurf_CW7;vsurf_CW8;vsurf_D1;vsurf_D2;vsurf_D3;vsurf_D4;vsurf_D5;vsurf_D6;vsurf_D7;vsurf_D8;vsurf_DD12;vsurf_DD13;vsurf_DD23;vsurf_DW12;vsurf_DW13;vsurf_DW23;vsurf_EDmin1;vsurf_EDmin2;vsurf_EDmin3;vsurf_EWmin1;vsurf_EWmin2;vsurf_EWmin3;vsurf_G;vsurf_HB1;vsurf_HB2;vsurf_HB3;vsurf_HB4;vsurf_HB5;vsurf_HB6;vsurf_HB7;vsurf_HB8;vsurf_HL1;vsurf_HL2;vsurf_ID1;vsurf_ID2;vsurf_ID3;vsurf_ID4;vsurf_ID5;vsurf_ID6;vsurf_ID7;vsurf_ID8;vsurf_IW1;vsurf_IW2;vsurf_IW3;vsurf_IW4;vsurf_IW5;vsurf_IW6;vsurf_IW7;vsurf_IW8;vsurf_R;vsurf_S;vsurf_V;vsurf_W1;vsurf_W2;vsurf_W3;vsurf_W4;vsurf_W5;vsurf_W6;vsurf_W7;vsurf_W8;vsurf_Wp1;vsurf_Wp2;vsurf_Wp3;vsurf_Wp4;vsurf_Wp5;vsurf_Wp6;vsurf_Wp7;vsurf_Wp8;Weight;weinerPath;weinerPol;zagreb;$DIVPRIO
Clc1c(Cl)c(Cl)c(c(Cl)c1Cl)-c1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl;-2.4100001;42.919998;541.88379;38.976181;499.5217;541.88379;0;0;0;12;0;22;0;0;22;22;21.868664;0.99403024;0;0;12;10;0;0;0;0;0;0;0;2.3614981;-2.172925;-0.70668066;0.64186126;2.2563078;-1.9143926;-0.14165232;1.2411727;2.5301745;-1.8216777;-0.16316724;1.1909693;2.6096673;4.1999998;1;0.043478262;12;23;0;23;1;1;0.043478262;11;0;68.987846;884.15338;16.928204;17.338934;6;6.9282031;10.106836;8.919467;3.25;4.3333335;0;0;460.5455;815.16553;1.5705889;1.236138;9;0.0014595794;70.612;11.000839;4.08744;19.254438;3.1410358;-4.4411645;0;2.3989913;0.0029436462;34.816696;15.166998;0.071927197;0.92182434;1;0;0.12731114;1.6316291;0;-0.67592746;-0.42544526;-0.013607633;2.2357621;-0.44648573;0.065799281;0.67710537;2.5571415;-0.33718118;0.082133621;0.59056151;2.6149683;0.048117105;2.6064537;0;0;10.476893;10.476893;-10.128985;0;8.3388586;9.4297333;0;14;14;1;0;18.340265;6.4814816;2.8106508;27.217222;9.7948141;4.3033237;12.11762;9.7620001;-11.15416;9.4047222;0;1;0.34660172;0.73667008;1.77;-1.77;0.80790788;-0.80790788;0.099482372;0.10064124;4.4170794;45.197464;0;0;0;0;0;0;295.81946;0;0;0;0;0;1;0.85637039;0;0;0.14362958;0;345.43402;295.81946;0;0;49.614544;0;0.44444445;0.80000001;7079.022;2355.5266;5006.4556;6796.062;1.77;-1.77;0.1;0.1;1;0.85637039;0;0;0.14362958;0;345.43402;295.81946;0;0;49.614544;0;5;0;3.7677624;2;0.1;0.1;0;9.8875999;0;0;0;0;0;0;35.006065;6.37115;0;391.48645;10.1978;0;0;0;35.006065;6.37115;0;0;391.48645;2.8387864;1.7317343;0.62270516;0;0.4530769;5.523562;2.8747079;8.679059;345.43402;403.40317;317.5;338.42563;0;0;0;0;345.43402;0;0;0.048170879;0;2.5822487;2.0945232;0.57572961;0.025295621;0;0;0;0;1194.125;745;534.875;460.375;413.125;372.25;267.625;157.375;6.5;0.5;6.5192022;6.5;0.5;6.5192022;-3.2414;-3.2144337;-3.1881523;-2.3934;-2.3664339;-2.3401523;1.2464366;178.25;191.5;52.125;2.625;0;0;0;0;0;0;0.015585717;0.02143769;0.048170879;0.020949243;0.053924438;0.044672631;0.043100726;0.11983927;0.016195187;0.016970305;0.065868378;0.069306292;0;0;0;0;1.5315268;513.70306;786.75;1174.375;514.75;111.625;3.875;0;0;0;0;996.125;323.25;59.5;1.25;0;0;0;0;498.66199;907;46;118;1
S(=O)(=O)(N(CC(=O)[O-])CC)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F;0.18000001;42.46455;592.22614;131.65231;460.57385;110.31695;481.90921;2;2;0;0;42;0;2;35;28;86.319427;2.0552244;0;0;12;0;17;7;0;1;4;0;1;6.9582567;-2.6010015;-0.34143078;0.025009247;2.971319;-2.7995663;-0.37965253;0.42019999;2.6330748;-2.4353795;0.051826667;0.11772351;2.9833708;38.475449;11;0.32352942;0;41;1;34;13;12;0.35294119;40;0;1180.9213;4591.4604;29.068914;16.644562;6.9142137;6.9915638;14.875227;9.2241573;2.8106601;2.865355;0;0;328.92154;3410.5393;1.8115442;1.3833408;13;5.4496675;136.49706;27.236164;46.17836;66.958481;0.045456171;-57.845375;0;7.908628;0.0126689;34.348331;20.780123;0.22230074;0.77769923;0.18627504;0.81372499;1.9940376;7.7528839;-1;-0.85144603;-0.37200794;-0.13499075;2.7519372;-1.4897574;-0.36359999;0.26019999;2.627717;-0.51725227;-0.1091345;-0.049199998;2.8518474;0.059860241;13.13209;3.3468156;3.3468156;6.501183;6.5010743;-6.6700091;1.3865496;1.0693179;7.8976369;-0.99914551;14;10.067911;1.0069151;0.00050964672;35;9.6321545;4.9342403;32.60952;8.9550171;4.5802445;8.3433952;6.5092001;-6.12041;7.2613225;0;1;0.13067813;0.9772557;8.9700003;-9.9689999;3.8032262;-4.8032265;0.1523338;0.1145978;57.758526;10.105608;0;0;0;0;26.653936;13.192325;18.747677;23.817272;178.62953;32.016521;0;27.133842;0.77888638;0.7564314;0.15242769;0.22111362;0.2435686;0.068685934;302.25095;293.53717;59.150364;85.804298;94.518074;26.653936;0.46153846;0.85714287;12028.381;1491.3621;11152.915;11412.484;8.9700003;-9.9689999;0.14860646;0.09027987;0.14493388;0.72243541;0.72243541;0.85506612;0.27756459;0.13263072;56.242352;280.34485;280.34485;331.8129;107.7104;51.468044;7;0;4.5374751;0;0.14860646;0.09027987;0.40000001;3.3548999;42.683342;70.04744;30.502958;36.879158;0;0;0;0;0;287.64795;7.18578;114.71725;255.84048;18.893185;0;0;0;38.343163;39.966759;4.5127311;1.2474585;1.1041007;77.510002;0.30935803;6.0874629;3.4572575;10.008825;388.05524;422.32758;322.5;394.03308;59.150364;27.133842;0;0;299.10822;24.814108;59.150364;2.2964506;0.029276865;2.6870604;2.4855633;2.1453295;1.2973502;0.44785726;0.083104469;0.029145813;0.0091933403;591.125;252.75;152.125;104.375;76.75;48.875;25;8.375;0.5;8.2613554;8.2158384;0.5;0.5;0.70710677;-2.0387974;-1.92732;-1.8736385;-6.9637718;-6.9498854;-6.6965122;1.3338382;506;847.75;667.625;272.125;73.75;15.875;4.125;1.375;0.4847987;0.15209581;2.2798684;2.9451425;3.7129447;5.1131597;6.0354085;6.732892;7.2888117;7.5676465;1.0454719;0.67913842;0.44421798;0.94906557;2.8271084;6.5384784;7.458765;7.6240568;1.4307165;549.37512;786;1375.125;995.875;673.5;272.125;73.75;15.875;4.125;1.375;869.125;148.125;5.875;0;0;0;0;0;584.22296;3230;84;192;2
O=C1NC(=O)C2C1CC=CC2;-0.090000004;22.785137;316.60257;193.08736;123.51521;153.43596;163.16663;2;0;0;0;20;1;3;11;6;31.909237;1.5954618;0;0;8;0;0;9;0;1;2;0;0;2.0918031;-2.600934;-0.58331013;0.53847373;2.7409122;-2.576133;-0.54312402;0.59529108;2.7251189;-2.3723145;-0.40127707;0.6861847;2.9801145;12.414863;0;0;0;21;3;12;2;0;0;18;0;441.78387;282.60281;7.8449349;6.0401111;4.7236147;5.1378284;5.2876935;3.7852583;2.8770101;3.3164966;2;2;69.572144;159.18106;1.0636059;0.77807641;5;0.37252626;-6.8953586;14.795681;-49.906353;-45.925373;0.12477301;-13.624378;0;1.0015998;0.0019348421;23.107962;3.9809802;0.609873;0.390127;0.48463267;0.51536733;1.3953894;0.89261061;0;-0.770625;-0.43944034;0.056848168;2.4242733;-1.1752429;-0.33802903;0.11059448;2.4198103;-0.51129073;-0.24382602;0.16089296;2.6599536;0.1273257;3.4935622;6.4545102;3.0577769;0.017946046;0.018347496;-1.1391299;0;2.6606433;4.0051351;-0.0070228842;9.150424;14;1.0428511;0.0042081801;7.6388888;2.8027682;1.2098299;5.5707998;1.9715656;0.82376307;0.99847251;-0.72600001;-0.23072;4.0187125;0;1;0.41991973;0.61921442;2.2880001;-2.2880001;1.0612562;-1.0612562;0.2180398;0.27941921;25.592316;8.5307722;0;8.6190128;25.899061;0;0;17.402626;24.509808;0;0;0;27.270733;0;0.61422056;0.5019663;0.19786589;0.38577944;0.4980337;0.18791357;84.654533;69.183167;27.270733;53.169796;68.641167;25.899061;0.40000001;0.66666669;726.29352;299.13184;441.10037;712.3548;2.2880001;-2.2880001;0.24868882;0.24912587;0.37385064;0.5019663;0.37569955;0.62614936;0.4980337;0.25044981;51.525715;69.183167;51.78054;86.298615;68.641167;34.518074;3;0;2.1919491;2;0.24868882;0.24912587;0.090909094;0.2252;18.01075;10.517568;47.724434;0;8.8215923;0;0;35.286369;37.736813;0;3.8503699;47.724434;0;26.832342;0;0;73.023178;10.517568;0;1.7994044;1.4133787;0.64207655;46.169998;0.71860999;4.5849624;2.1151943;6.6342177;137.82433;194.2804;142.125;162.11577;27.133842;0;0;5.6825762;67.651054;25.899061;32.816418;4.8908658;0.12316214;3.0303576;2.4048953;1.3799855;0.75440913;0.4071888;0.20193925;0.053919055;0;380.875;213.125;160.375;139.25;124.5;104.25;61;30.875;0.70710677;0.5;0.5;1;3.5355339;2.5495098;-2.2176683;-2.2164273;-2.1863256;-5.6395946;-5.5705247;-5.5630236;1.1457522;263.875;244.5;175;79;36.375;16.375;4.25;0;0.26422447;0.13195691;1.5104448;1.3592869;1.5435238;1.8312199;1.9481233;1.7892402;0.54441381;0.41374493;0.80578238;1.876703;2.7706065;3.162822;3.3474903;3.9301605;4.6774411;0;1.2834387;280.20428;359.625;750.5;447.375;222;93.75;42.375;18.375;4.25;0;486.625;202.875;47;14.75;6;2;0;0;151.16499;137;15;58;3
S=P(OCC)(OCC)Oc1nc(C(C)C)nc(C)c1;-0.16;46.258652;547.79272;356.76486;191.02785;387.6517;160.14101;4;0;6;0;40;0;4;19;10;70.864021;1.7716005;0;0;12;0;0;21;0;2;3;1;1;2.6256635;-2.503334;-0.25655642;0.061251566;2.5099654;-2.4163842;-0.0050206566;0.123;2.6666236;-2.2693293;0.1057;0.379944;2.7986233;37.685349;7;0.36842105;6;40;0;19;8;7;0.36842105;34;0;1634.3398;874.90753;14.466255;13.754472;9.0689144;9.4307213;8.8979959;8.8971767;3.9349396;4.2960944;0;0;165.73701;759.43225;1.0549428;0.78571767;9;0.94551772;-52.31144;10.706384;-83.877235;-78.162437;0.0049361503;-4.0590763;0;0.8286953;0.014171103;14.310987;5.7147951;0.65127712;0.34872288;0.70766127;0.2923387;2.9835005;1.5971508;0;-0.76129889;-0.37045479;-0.098748431;2.4423385;-0.80775052;-0.24503101;-0.037;2.5575483;-0.51842618;-0.12070206;0.025185229;2.7021253;0.14833002;7.9179835;6.9032388;6.9032388;2.395936;2.4003491;-3.6850054;1.2989117;3.264302;8.1368809;0.010766209;14;8.9632359;1.0612987;0.0064532352;17.052631;7.6952662;5.4791913;17.571915;7.9432826;5.6633615;7.3462462;2.6329999;-3.39906;8.2612104;0;1;0.37534222;0.83759511;4.5809999;-4.5799999;1.695773;-1.695773;0.19628097;0.26992941;87.20063;51.229515;11.190562;0;12.949531;0;15.590208;56.243034;37.495354;0;4.6659718;20.697096;0;33.008488;0.75097579;0.46056184;0.16261095;0.24902421;0.53943813;0.086413249;248.02507;152.10994;53.705582;82.245323;178.16045;28.53974;0.44444445;0.80000001;3227.0059;1094.6821;2442.8384;2916.491;4.5809999;-4.5799999;0.3254748;0.1478166;0.47590649;0.49766752;0.40379721;0.52409351;0.50233251;0.12029628;157.17783;164.36485;133.36226;173.09256;165.90555;39.730301;5;0;3.2562108;1;0.3254748;0.1478166;0.52631581;3.5847199;6.9216304;33.57106;56.537235;41.852516;5.0846677;0;4.4107962;17.643185;0;184.37181;7.9022999;13.843261;40.492691;0;14.310064;0;17.643185;41.852516;222.25119;3.1716042;2.1550732;1.2215002;85.559998;0.48546076;5.2479277;3.0364769;8.2177067;330.27039;387.35416;288.5;338.21643;20.697096;0;0;0;215.87578;77.404762;20.697096;6.6615996;0.82465452;2.4625909;1.2989796;0.47675589;0.10930923;0.058715716;0.026892504;0.0077591231;0;811.875;504.625;410.25;373.875;334.75;219.25;111.5;58.5;0.5;0.5;0.70710677;0.5;0.5;1;-2.7336113;-2.7209995;-2.6815252;-5.388041;-5.3174372;-5.3123541;1.304958;96.25;81.5;69.125;24.25;10.5;3.75;1.125;0;0.025594151;0.01003009;0.19864942;0.25700635;0.31415954;0.42222738;0.50817138;0.2333986;0.71209419;1.215843;0.66331369;1.953169;3.7428114;6.1545386;6.3758736;6.4005828;6.354826;0;1.4128098;501.65988;708.75;874.875;327.75;104.875;24.25;10.5;3.75;1.125;0;778.625;246.25;35.75;0;0;0;0;0;304.35098;720;26;90;4
S(=O)(=O)([O-])C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F;-1.05;23.107;410.35071;10.079229;400.27145;0;410.35071;0;3;0;0;23;0;0;23;19;35.671547;1.5509368;0;0;6;0;13;0;0;0;3;0;1;6.3709908;-2.4319928;-0.46213102;-0.12624076;2.9353983;-2.7233589;-0.3339;0.42019999;2.5977912;-2.3927896;0.077739999;0.1108;2.9112232;23.073;5;0.22727273;0;22;0;22;8;6;0.27272728;22;0;59.165077;2750.2651;19.5;10.363028;3;3;9.5;5.8191414;1.25;1.25;0;0;390.19223;2691.1001;2.1019249;1.6364338;8;4.4610267;131.25264;41.864048;48.022976;63.897499;0;-51.439026;0;5.4409199;0.0024913338;20.050175;15.874521;0.024562476;0.97543752;0;1;0.14418173;6.7022314;-1;-0.89483619;-0.40521249;-0.28624076;2.4728785;-0.90827107;-0.38633275;0.26019999;2.3459358;-0.51212394;-0.082259998;-0.049199998;2.5210576;0.093569227;8.2366285;0;0;5.3023877;5.3023877;-4.887516;1.7254343;0;4.524888;-1;14;14;1;0;23;5.5;3.0178328;22.191479;5.2976995;2.9031212;5.1114688;4.6073599;-4.3382602;3.7856979;0;1;0.19511424;0.97527236;5.8699999;-6.8709998;2.6896644;-3.6896644;0.208473;0.12525015;0;0;0;0;0;0;22.187544;0;11.512783;23.817272;130.995;0;0;48.024784;0.70316601;0.90619856;0.20303254;0.29683396;0.093801431;0.093801431;166.32504;214.34984;48.024784;70.212326;22.187544;22.187544;0.5;1;4308.5059;774.6554;3872.0903;3970.2656;5.8699999;-6.8709998;0.22913118;0.11890554;0;0.85752642;0.85752642;1;0.14247358;0.14247358;0;202.83705;202.83705;236.53737;33.700329;33.700329;4;0;3.2856467;0;0.22913118;0.11890554;0.43478259;3.2279;0;87.502571;8.0966997;0;0;0;0;0;0;194.48148;4.0487199;72.25753;194.48148;15.24504;0;0;0;0;8.0966997;2.9172213;1.0175121;0.89235139;51.209999;0.41327167;5.4594316;2.8424032;8.8155718;236.53737;243.8858;189.875;240.96204;48.024784;48.024784;0;0;176.9998;11.512783;48.024784;5.6010389;0.0063621341;2.9166996;2.746083;2.5020094;1.737949;0.88710666;0.40766522;0.20955764;0.081449211;224.375;73.25;36.125;13.5;4;1.75;0.125;0;0.5;4.6097722;5;4.472136;4.0311289;0.5;-1.4488254;-1.3952149;-1.3340417;-7.4161077;-7.3417492;-7.273118;1.2534732;472.5;826.75;629.625;304;130.375;54.5;24.625;9;3.6089966;4.0370369;1.0553951;1.6564655;1.7161199;2.1599913;1.9952953;3.055788;5.1643167;0;1.1607593;1.2772368;1.414674;2.3786125;3.9302812;5.0509987;5.2549133;5.5635934;1.3137053;384.40887;505;1077.875;887;629.625;304;130.375;54.5;24.625;9;605.375;60.25;0;0;0;0;0;0;399.103;988;54;128;5
S(=O)(=O)(N)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F;0.1;30.486586;495.72739;56.884003;438.84338;0;495.72739;2;0;0;0;31;1;3;29;25;56.093216;1.8094586;0;0;8;0;17;2;0;1;2;0;1;6.8189511;-2.4342062;-0.23739314;0.046121221;2.9685152;-2.7863934;-0.3339;0.42019999;2.624661;-2.4288995;0.077739999;0.1108;2.9452641;28.453415;7;0.25;0;30;0;28;11;8;0.2857143;30;0;458.37128;3536.2;24.5;13.043988;4;4;12;7.2821774;1.75;1.75;0;0;381.95938;3077.8289;2.0331609;1.5792061;10;1.1131569;101.5877;23.825773;-7.2677927;13.498602;0;1.851868;0;6.3694606;0.0029476837;57.893867;20.766394;0.11474855;0.88525146;0;1;0.92464381;7.1333561;0;-0.75925577;-0.35548657;-0.11387878;2.6408648;-1.3482569;-0.28382647;0.26019999;2.5036571;-0.51244348;-0.082259998;-0.049199998;2.6824245;0.052933384;6.9906087;7.5595441;0;5.5240588;5.4485035;-5.1799512;1.3833917;0;5.8310676;-0.041064262;8.3683252;14;1.1868608;0.024997912;29;7;3.6512346;27.49123;6.6227274;3.4494355;6.2781696;6.2241998;-5.8499599;4.9724298;0;1;0.13058668;0.98620468;8.0579996;-8.0579996;3.6493068;-3.6493068;0.1586425;0.065051571;17.238026;10.105608;0;0;0;0;26.653936;0;0;23.817272;187.67328;32.016521;0;0;0.80279148;0.81849837;0.10761689;0.19720855;0.18150161;0.089591667;238.83418;243.50708;32.016521;58.67046;53.99757;26.653936;0.5;1;8018.1157;989.28888;7471.2163;7575.7261;8.0579996;-8.0579996;0.16542566;0.12137007;0;0.81849837;0.81849837;1;0.18150161;0.18150161;0;243.50708;243.50708;297.50464;53.99757;53.99757;5;0;4.0079708;0;0.16542566;0.12137007;0.48275861;4.2417998;31.291433;67.064873;6.6407428;0;0;0;0;0;0;254.32193;5.3791199;48.171688;254.32193;18.893185;0;31.291433;0;0;6.6407428;3.942575;0.99909526;0.90707833;60.16;0.35305744;5.8073549;3.1427801;9.4783669;297.50464;316.07083;245.5;308.44983;32.016521;0;0;20.13512;229.10074;10.105608;52.151642;2.9721205;0.014216454;2.7745233;2.6251585;2.4088945;1.5137916;0.56256783;0.14204702;0.047535039;0.0063783848;383;131.875;73.125;32.625;13.75;3.625;1;0;8.3366661;0.70710677;8.0622578;1.118034;0.5;0.70710677;-1.4861281;-1.4784274;-1.4559567;-6.6573882;-6.5461383;-6.312479;1.3039678;421.75;747.5;576.375;238.5;67;15.5;5.5;0.75;1.0991453;0.62835246;0.72716707;0.62252718;1.023066;1.4575274;2.2525125;2.740217;6.3734398;0;1.1236759;1.0595137;1.0754119;1.8250158;3.8410511;6.8421893;7.6744599;8.600728;1.361871;465.07712;633.375;1205.625;933;656.375;271.875;80.375;20.5;5.75;0.75;783.875;185.5;80;33.375;13.375;5;0.25;0;499.14099;1864;72;164;6
c12c(cccc1)cccc2;1.13;22.934343;323.7417;155.97543;156.69504;323.7417;0;0;0;10;0;18;0;0;10;10;17.839369;0.99107605;0;0;10;0;0;8;0;0;0;0;0;1.973451;-2.2102127;-0.62344694;0.67490977;2.1464629;-1.9932275;-0.51233274;0.78393066;2.3681228;-1.8540707;-0.47606608;0.8313455;2.5125337;8.745656;0;0;11;19;0;11;1;0;0;8;0;187.17052;188.03406;6.8115549;5.6188021;5.6188021;6.8115549;4.9663267;3.4047005;3.4047005;4.9663267;0;0;0.71961218;0.86353463;0.91471183;0.63803971;5;0.00025980762;13.346752;2.0464895;3.750999;10.150393;0.00017027489;-3.5396032;0;0.33378628;0.0026394434;0.81591308;6.399394;0.48178974;0.48401254;1;0;0.57814771;0.58081508;0;-0.75145823;-0.38043374;0.081343263;2.1205337;-0.54482317;-0.25029066;0.16647808;2.3278518;-0.40280271;-0.20207374;0.19503319;2.4613335;1.7762448e-008;0;1.9626491;1.9626491;2.9311595;2.9311595;-3.6851635;0;5.2825246;4.2341609;0;14;14;1;0;6.6942148;2.9387755;1.3827161;4.263;1.7635357;0.7897315;0.75179529;3.128;-3.2627599;4.3421812;0;1;0.28183505;0.71816498;1.2;-1.2;0.49655199;-0.49655199;0.12558948;0.12318257;0;34.123089;0;0;0;0;0;4.4170794;98.03923;0;0;0;0;0;1;0.75015932;0;0;0.24984066;0;136.57939;102.45631;0;0;34.123089;0;0.40000001;0.66666669;568.41663;160.19972;408.21695;568.41663;1.2;-1.2;0.125;0.125;1;0.71781862;0;0;0.28218141;0;136.57939;98.03923;0;0;38.540169;0;3;0;2.1058791;2;0.125;0.125;1;2.8397999;0;0;0;0;0;0;0;146.2914;0;0;4.3948002;0;0;0;0;5.1459289;141.14548;0;0;2.1181843;1.5085702;0.00028230279;0;0.76016748;4.4594316;2.1166077;6.3344417;136.57939;200.88718;140.125;151.37508;0;0;0;0;130.88504;0;0;0.040119693;0;2.7553203;1.613489;0.13641848;0;0;0;0;0;573.375;320.125;241;227.625;214.5;186.875;87.875;34.875;1.5;6.5764732;6.5192022;1.5;6.5764732;6.5192022;-2.0856307;-2.0846529;-2.0742218;-1.2376306;-1.2366529;-1.2262219;1.1244065;47.125;-39;9.25;0;0;0;0;0;0;0;0.01405501;0.038685396;0.040119693;0.023429601;0.083919182;0.12631577;0.24760504;0.54775357;0.023477731;0.11527058;0.085714892;0;0;0;0;0;1.3135362;277.40005;364.375;557.875;156;9.5;0;0;0;0;0;510.75;195;0.25;0;0;0;0;0;128.174;109;12;50;7
