SMILES;Ratio Ln;apol;ASA;ASA+;ASA-;ASA_H;ASA_P;a_aro;a_count;a_donacc;a_heavy;a_hyd;a_IC;a_ICM;a_nC;a_nCl;a_nF;a_nH;balabanJ;BCUT_PEOE_0;BCUT_PEOE_1;BCUT_SLOGP_0;BCUT_SLOGP_2;BCUT_SLOGP_3;BCUT_SMR_0;BCUT_SMR_1;BCUT_SMR_2;BCUT_SMR_3;bpol;b_1rotN;b_1rotR;b_ar;b_count;b_heavy;b_max1len;b_rotN;b_rotR;b_single;CASA+;CASA-;chi0;chi0v;chi0v_C;chi0_C;chi1;chi1v;chi1v_C;chi1_C;DASA;DCASA;dens;density;diameter;dipole;E_sol;E_str;E_tor;E_vdw;FASA+;FASA-;FASA_H;FCASA+;FCASA-;GCUT_PEOE_0;GCUT_PEOE_2;GCUT_PEOE_3;GCUT_SLOGP_0;GCUT_SLOGP_1;GCUT_SLOGP_2;GCUT_SLOGP_3;GCUT_SMR_0;GCUT_SMR_2;GCUT_SMR_3;h_ema;h_emd;h_emd_C;h_logD;h_logP;h_logS;h_log_pbo;h_mr;Kier1;Kier2;Kier3;KierA1;KierA2;KierA3;logP(o/w);logS;mr;npr2;PC+;PC-;PEOE_PC+;PEOE_PC-;PEOE_RPC+;PEOE_RPC-;PEOE_VSA+1;PEOE_VSA-1;PEOE_VSA_FHYD;PEOE_VSA_FNEG;PEOE_VSA_FPNEG;PEOE_VSA_FPOL;PEOE_VSA_FPOS;PEOE_VSA_FPPOS;PEOE_VSA_HYD;PEOE_VSA_NEG;PEOE_VSA_PNEG;PEOE_VSA_POL;PEOE_VSA_PPOS;petitjean;petitjeanSC;pmi;pmi2;pmi3;Q_PC+;Q_PC-;Q_RPC-;Q_VSA_FHYD;Q_VSA_FNEG;Q_VSA_FPOS;Q_VSA_FPPOS;Q_VSA_HYD;Q_VSA_NEG;Q_VSA_PNEG;Q_VSA_POL;Q_VSA_PPOS;radius;rgyr;RPC-;rsynth;SlogP;SlogP_VSA0;SlogP_VSA6;SlogP_VSA7;SlogP_VSA9;SMR;SMR_VSA0;SMR_VSA1;SMR_VSA3;SMR_VSA4;SMR_VSA5;SMR_VSA7;std_dim1;std_dim2;std_dim3;TPSA;VAdjEq;VAdjMa;VDistEq;VDistMa;vdw_area;vdw_vol;vol;VSA;vsa_acc;vsa_hyd;vsa_pol;vsurf_A;vsurf_CW1;vsurf_CW2;vsurf_CW3;vsurf_CW4;vsurf_CW5;vsurf_CW6;vsurf_D1;vsurf_D2;vsurf_D3;vsurf_D4;vsurf_D5;vsurf_D6;vsurf_D7;vsurf_D8;vsurf_DD23;vsurf_DW12;vsurf_DW13;vsurf_DW23;vsurf_EDmin1;vsurf_EDmin2;vsurf_EDmin3;vsurf_EWmin1;vsurf_EWmin2;vsurf_EWmin3;vsurf_G;vsurf_HB1;vsurf_HB2;vsurf_HB3;vsurf_HB4;vsurf_HB5;vsurf_ID1;vsurf_ID2;vsurf_ID3;vsurf_ID4;vsurf_ID5;vsurf_ID6;vsurf_ID7;vsurf_IW1;vsurf_IW2;vsurf_IW3;vsurf_IW4;vsurf_IW5;vsurf_IW6;vsurf_R;vsurf_S;vsurf_V;vsurf_W1;vsurf_W2;vsurf_W3;vsurf_W4;vsurf_W5;vsurf_Wp1;vsurf_Wp3;Weight;weinerPol;zagreb
Clc1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl;-0.50999999;23.639999;369.63095;38.766205;330.86475;369.63095;0;6;12;0;12;12;12;1;6;6;0;0;2.8055034;-2.0581884;-0.70476711;-1.7911184;1.2411727;2.4469874;-1.7119048;-0.16316724;1.1909693;2.509177;2.52;0;0;6;12;12;1;0;0;6;41.169708;351.37836;9.4641018;9.8033609;3;3.4641016;5.4641018;4.9016805;1.5;2;292.09854;310.20865;1.5383335;1.2679294;5;0.00017699999;-6.7927313;0.46425229;0.02297627;6.6252165;0.10487814;0.89512187;1;0.11138058;0.9506194;-0.64887756;-0.011846246;1.8669034;-0.43413952;0.065799281;0.67710537;2.2044857;-0.33355156;0.59056151;2.245892;1.5909172;0;0;5.9379005;5.9379005;-5.5865898;4.2321668;5.2128315;10.083333;3.3950617;1.5625;16.265636;5.7150865;2.7184546;5.4460001;-5.7906199;5.2615614;0.50002575;1.062;-1.062;0.48256004;-0.48256004;0.16666667;0.16666667;27.118479;177.49168;1;0.86746269;0;0;0.13253731;0;204.61015;177.49168;0;0;0;0.2;0.25;2230.8452;1115.48;2230.8452;1.062;-1.062;0.16666667;1;0.86746269;0.13253731;0;204.61015;177.49168;0;0;0;4;2.7988327;0.16666667;1;5.6069999;0;21.003639;0;234.89186;5.6501999;0;0;21.003639;0;0;234.89186;1.7166508;1.7165462;0.00023074471;0;0.65002245;4.5849624;2.1339197;6.9102907;204.61015;224.60556;185.125;205.44769;0;204.61015;0;0.05312508;2.7581077;2.0599515;0.45905969;0;0;0;830.625;492.125;353.5;303.375;276.75;251.625;164;91.375;0.70710677;0.5;0.5;0.70710677;-2.6149046;-2.5753312;-2.5658674;-1.7669047;-1.7273312;-1.7178675;1.1643082;135.5;130.5;22;0;0;0.027907154;0.023896629;0.05312508;0.062070593;0.0062364191;0.026267895;0.050973222;0.024603268;0.070313253;0.19121629;0;0;0;1.3959877;347.87198;485.625;815.875;318.75;54.5;0;0;680.375;32.5;284.784;21;60
Clc1c(Cl)c(c(Cl)c(Cl)c1[O-])-c1c(Cl)cc(Cl)c(Cl)c1;-0.38999999;38.515587;511.68002;61.155483;450.25055;483.07663;28.603394;12;22;0;20;18;33.436462;1.5198392;12;7;0;2;2.2244883;-2.2190814;-0.71236897;-1.9408022;1.1406459;2.5178621;-1.8427905;-0.24429353;1.1103251;2.5929868;6.084414;1;0.047619049;12;23;21;1;1;0.047619049;11;94.118286;1143.1862;15.187716;14.500203;6.1547008;7.1877165;9.2517958;7.5774517;3.4047005;4.6329932;389.09509;1049.0679;1.4746379;1.1408337;9;4.2424951;-69.987831;0.84246999;6.3066497;7.017036;0.119519;0.87994558;0.94409907;0.18393974;2.2341819;-1.0437242;-0.018712398;2.20277;-0.48853007;-0.15475228;0.57848918;2.5248601;-0.36771411;0.52931809;2.5862215;5.6222205;0.50122249;0.50122249;7.8305936;7.5395617;-7.9306083;8.0296946;8.2695274;16.371881;6.0117188;2.8450413;20.878031;7.7645574;3.7087502;7.881;-8.8497896;8.3707829;0.88854986;1.539;-2.539;0.55884635;-1.5588464;0.12074215;0.53054065;31.129505;207.07362;0.95450318;0.85048014;0.045496814;0.045496814;0.14951989;0;284.62802;253.60887;13.566921;13.566921;0;0.44444445;0.80000001;5384.7837;4262.8936;4797.585;1.539;-2.539;0.3265065;0.95450318;0.85048014;0.14951989;0;284.62802;253.60887;13.566921;13.566921;0;5;3.6226289;0.3265065;0;8.0712004;0;24.504246;41.65752;274.0405;8.7080498;42.683342;0;24.504246;6.37115;35.286369;274.0405;2.800035;1.2777408;1.1549141;23.059999;0.48464775;5.3923173;2.8751404;8.3871222;298.19495;359.66504;278.25;306.83905;13.566921;274.74591;13.566921;6.9129429;2.6497262;2.0780094;0.88553482;0.30769965;0.15060052;0.028440323;972.625;586.875;426.25;362.5;318;281;189.75;114.625;6.5764732;0.5;5.2440443;5.1234756;-2.8949852;-2.8060668;-2.767194;-4.8159118;-4.7897296;-4.786057;1.2584302;229.25;287;158.75;62.625;21.5;0.91650742;0.8848514;0.89480692;1.0274568;1.1969321;1.3224303;1.1349511;0.33016688;1.6060627;3.7089429;5.8803592;6.0232763;5.9485183;1.4580355;479.155;698.625;1140.125;570.125;208.75;62.625;21.5;910.875;50;410.31799;38;106
c12c3cccc1-c1c(-c2ccc3)cc2c(c1)cccc2;-0.92000002;43.201515;476.66064;213.63191;218.62045;476.66064;0;20;32;0;20;20;30.541887;0.95443398;20;0;0;12;1.4644544;-2.2261202;-0.67116165;-1.9941319;0.80050558;2.5625165;-1.8589507;-0.49378219;0.86391318;2.6962759;13.118484;0;0;22;36;24;1;0;0;14;384.53745;393.51682;13.104083;10.928204;10.928204;13.104083;9.9158163;6.9700847;6.9700847;9.9158163;4.988534;8.9793615;0.9865728;0.67467386;8;0.015757142;-7.0547724;1.6190284;1.1669518;10.683814;0.44818449;0.45865008;1;0.80673212;0.82557017;-0.75050926;0.07002794;2.5815463;-0.54057628;-0.26757619;0.16260462;2.8117547;-0.39895099;0.20355979;2.941067;0;3.5121303;3.5121303;5.3444896;5.3444896;-7.5977902;10.974496;8.1836376;12.534722;4.75;1.8208264;8.1248331;3.0010989;1.12896;6.3699999;-8.3479004;8.1571007;0.80430526;1.8;-1.8;0.74732047;-0.74732047;0.084280893;0.081847519;51.184631;122.54904;1;0.76293731;0;0;0.23706269;0;215.91179;164.72716;0;0;0;0.375;0.60000002;2852.0698;2293.9346;2852.0696;1.8;-1.8;0.083333336;1;0.68110615;0.31889388;0;215.91179;147.05885;0;0;0;5;3.3620772;0.083333336;0;5.6403999;0;0;234.75237;0;8.5883999;0;0;0;23.034157;211.71822;0;3.361213;1.8990995;0.00052876386;0;0.52936089;5.5849624;2.8371992;8.3750048;215.91179;373.98218;255.75;259.67136;0;207.37025;0;0.088272266;2.6519778;1.8405492;0.41201836;0;0;0;925.75;551.375;411;362.875;332.25;291.375;177.5;95.5;0.70710677;0.5;0.5;0.70710677;-2.4247262;-2.4206555;-2.3982928;-1.5767263;-1.5726554;-1.5502928;1.2101971;81.25;-27.375;28.125;0;0;0.077396542;0.070368946;0.088272266;0.12497555;0.055343699;0.12034623;0.20238115;0.062100604;0.03119733;0.49814954;0;0;0;1.4446477;418.35461;604.375;905.375;333.875;55.75;0;0;824.125;27.625;252.31599;38;120
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(=O)[O-];0.07;18.291;350.99774;20.372242;330.62552;0;350.99774;0;19;0;19;16;25.1471;1.3235316;6;0;11;0;5.922617;-2.3702319;-0.54380834;-2.6935084;0.42019999;2.5546169;-2.3563738;-2.7755576e-017;0.1108;2.8362703;15.149;4;0.22222222;0;18;18;6;5;0.27777779;17;92.489983;1831.6653;16.077351;7.9741058;3;3.0773504;7.9433756;3.7370529;1.25;1.2886752;310.25327;1739.1753;1.990728;1.5625198;7;3.4237895;-71.814957;4.3540463;16.735283;10.986624;0.05804095;0.94195902;0;0.26350591;5.2184529;-0.81576741;-0.3248044;2.3184178;-1.4896731;-0.31645054;0.26019999;2.2093322;-0.51128858;-0.049199998;2.3698137;7.9158344;0;0;3.8053477;3.8053477;-3.6823163;1.0693779;3.5869923;19;4.7768593;2.6122448;16.203228;4.0353446;2.1905007;4.7504401;-3.74318;2.9918706;0.92245024;4.54;-5.54;2.111469;-3.111469;0.21801732;0.17477542;0;0;0.76358265;0.82869965;0.14219926;0.23641738;0.17130037;0.094218113;145.70349;158.12883;27.133842;45.112129;17.978287;0.42857143;0.75;2227.8174;1789.7031;1940.1624;4.54;-5.54;0.16245487;0;0.82869965;0.17130037;0.17130037;0;158.12883;158.12883;190.81561;32.686787;4;2.6677094;0.16245487;0.42105263;1.8398;42.683342;0;0;164.56125;3.085;66.545563;164.56125;0;0;0;0;2.1950154;1.1349628;0.90610522;40.130001;0.46811688;5.1699252;2.6306114;8.2633219;190.81561;200.34435;157.25;196.24141;27.133842;148.97328;27.133842;2.2076156;2.9493046;2.7564032;2.4755306;1.523273;0.56636405;0.21343197;215.5;90.5;48.75;25.25;12.875;6.625;2.75;1.625;1;0.5;0.70710677;0.86602539;-1.9034994;-1.8819066;-1.8440971;-7.47717;-7.3462949;-7.182219;1.2079647;449;690.5;475.125;200.5;62.625;0.78225821;0.76166993;0.76807421;1.2668697;2.4712653;3.6307209;6.1399989;1.0857018;0.93779457;0.95746124;1.5364913;2.9686003;4.4329405;1.2876683;330.53931;425.625;884.25;710.625;475.5;200.5;62.625;435.25;0.375;313.04199;42;102
S(=O)(=O)([O-])CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F;0.50999999;29.294172;463.89273;56.441948;407.45078;53.603806;410.28894;0;29;0;25;21;56.020844;1.9317533;8;0;13;4;6.0323467;-2.5465636;-0.46682721;-2.7341077;0.42019999;2.6441271;-2.4292753;0.077739999;0.1108;2.9266317;27.445827;7;0.29166666;0;28;24;10;8;0.33333334;28;343.44925;2887.1963;20.914213;11.777242;4.4142137;4.4142137;10.457107;6.9263477;2.1035533;2.1035533;351.00885;2543.7471;1.8869442;1.4591478;10;6.0686512;-70.57338;4.257041;44.943951;13.950866;0.12167025;0.87832975;0.11555216;0.74036348;6.2238445;-0.94586563;-0.05254858;2.560292;-0.90798771;-0.33574405;0.26019999;2.4795218;-0.51578259;-0.049199998;2.644491;9.1533508;4.0401735;4.0401735;4.439548;4.439548;-4.4627891;0;5.4336591;25;6.5578513;4.2958579;24.192671;6.3370976;4.1468558;5.3933601;-4.4840698;4.9187946;0.95661592;6.085;-7.086;2.9932997;-3.9932997;0.15378901;0.11690263;0;0;0.74820709;0.79095429;0.17721222;0.25179291;0.20904572;0.074580692;202.76527;214.34984;48.024784;68.236267;20.211483;0.5;1;6398.3999;5792.1465;6054.8296;6.085;-7.086;0.11529777;0.13446504;0.81997961;0.18002041;0.11706305;36.440231;222.21573;202.83705;234.56131;31.724266;5;3.870276;0.11529777;0.40000001;3.6605;0;0;0;194.48148;4.9971199;72.25753;194.48148;0;0;18.868406;8.0966997;3.4553521;1.1316708;0.86326241;51.209999;0.39080217;5.5849624;3.1390052;9.0297794;271.00156;292.74417;226.375;281.21298;48.024784;208.61679;48.024784;5.8192458;2.8893745;2.7213209;2.485769;1.6848236;0.83074164;0.35879952;256.125;90.75;44.875;20.25;7.25;2.5;0;0;6.0207973;5.7662811;5.8736701;5.5452681;-1.3895655;-1.3883595;-1.3769064;-7.6312528;-7.4737186;-7.3629489;1.2983966;524.125;894.125;695.125;333;133.875;0.81143433;1.0386662;0.91264921;1.078135;1.1441672;1.2958118;0;1.7152332;1.835219;1.9566165;3.0667038;4.9070764;6.2934256;1.3291157;437.3208;581.25;1219;998.375;700;333;133.875;694.875;4.875;427.15698;52;136
Clc1c(Cl)c(Cl)c2Oc3c(c(Cl)c(Cl)c(Cl)c3)Oc2c1Cl;-1.66;38.650791;519.17993;96.97226;422.2077;519.17993;0;12;22;0;21;19;33.436462;1.5198392;12;7;0;1;1.8426538;-2.2526462;-0.75097454;-2.0380762;1.1865218;2.585988;-1.9374951;-0.32134122;1.1654929;2.6147537;7.8652072;0;0;12;24;23;1;0;0;12;166.50136;725.77502;15.472174;14.8311;6.0773501;7.0579596;9.824275;7.862474;3.0773504;4.1498299;325.23544;559.27368;1.491658;1.1717726;9;0.45211938;-1.6245772;0.96600336;2.5202403;10.272329;0.18677966;0.81322032;1;0.32070068;1.3979257;-0.73307872;-0.010344252;2.2657428;-0.73049396;-0.13338596;0.65976101;2.5743167;-0.39120582;0.57179362;2.5985672;3.2778945;0.43910947;0.43910947;8.2596788;8.2596788;-8.4083147;8.1674309;8.3832026;15.879017;5.5709877;2.3964498;20.017588;7.1043301;3.0829473;6.5229998;-9.2683096;8.3663177;0.77219582;1.717;-1.719;1.1729488;-1.1729488;0.11490134;0.25785848;35.90361;207.07362;0.98297191;0.76285642;0.017028084;0.017028084;0.23714355;0;289.06622;224.33604;5.0075121;5.0075121;0;0.44444445;0.80000001;6874.2832;5308.2925;6874.2832;1.717;-1.719;0.10296684;1;0.76285642;0.23714355;0;294.07373;224.33604;0;0;0;5;4.0203276;0.10296684;1;8.1583996;21.999775;24.504246;17.643185;295.01422;8.8101997;0;21.999775;45.477959;0;17.643185;274.0405;3.0824842;1.6691941;0.00048954209;18.459999;0.48250595;5.523562;2.9294188;8.5190649;294.07373;362.96207;285.125;304.66992;0;288.35443;0;4.5748067;2.6463802;2.0570235;0.81276006;0.087039061;0.0052885315;0;1166.375;708.625;515;435.75;386.375;334.625;222;137.375;0.70710677;0.5;0.5;1;-2.9532065;-2.9138505;-2.912972;-3.4036901;-3.3811145;-3.2967477;1.2668902;188.25;181.75;81.875;12.75;0.875;0.098210119;0.073596433;0.13637799;0.12753884;0.1112534;0.054414488;0.15319565;0.11449371;0.10074629;0.41816673;1.6215761;4.6402922;0;1.4556899;487.31189;709.375;1170.875;522.125;166.875;12.75;0.875;982.625;85;425.30899;43;118
O=C1NC(=O)c2c1cccc2;-0.14;20.117966;308.16513;154.42287;153.74226;171.73473;136.4304;6;16;3;11;6;26.39036;1.6493975;8;0;0;5;2.1150899;-2.1182353;-0.56768012;-2.3763676;0.67229062;2.3071284;-1.8058943;-0.41817093;0.77436548;2.6632836;8.0420351;0;0;6;17;12;1;0;0;9;344.36301;342.84525;7.8449349;5.6258979;4.309401;5.1378284;5.2876935;3.2355986;2.3273504;3.3164966;0.68060637;1.5177523;1.1307051;0.80630988;5;0.77770066;-13.55524;0.46981877;14.272446;2.3505852;0.5011043;0.4988957;0.55728149;1.1174625;1.1125374;-0.75857753;0.097846344;2.1150687;-1.172991;-0.41443524;0.15668762;2.1329267;-0.4051899;0.18474703;2.4089551;3.4121208;5.3896718;1.9506836;1.2342578;1.2394542;-2.0327489;5.4338164;4.0378289;7.6388888;2.8027682;1.2098299;4.6857891;1.622824;0.66453898;0.87400001;-2.04072;3.9586282;0.60524386;2.23;-2.23;1.0426042;-1.0426042;0.24874331;0.27714115;21.478622;24.509808;0.59807253;0.57670307;0.20614818;0.40192744;0.4232969;0.19577928;79.117249;76.290352;27.270733;53.169796;25.899061;0.40000001;0.66666669;701.15186;424.36783;701.15186;2.23;-2.23;0.25560537;0.53291869;0.57670307;0.4232969;0.26093313;70.498238;76.290352;27.270733;61.788807;34.518074;3;2.1829863;0.25560537;0.63636363;0.57020003;18.01075;0;70.572739;0;3.8238699;47.724434;0;6.37115;0;70.572739;0;1.9955952;1.4500813;0.00030072164;46.169998;0.71860999;4.5849624;2.1151943;6.6342177;132.28705;182.47699;130.125;149.18567;27.133842;67.651054;32.816418;4.8171325;3.0964191;2.4704218;1.6102849;0.78330213;0.42660794;0.20454858;395.25;226.5;164.25;140.375;121;100.625;61.125;36.25;0.70710677;3.5;1;2.5;-2.2499523;-2.242523;-2.2334051;-5.591433;-5.5183582;-5.5146613;1.150376;266.5;241.625;188;78.25;36;1.5250961;1.3755634;1.4813412;1.7853833;1.9266943;1.9042366;0.78136355;0.75159353;1.7622197;2.5599372;3.1119471;3.3369207;3.8295181;1.2558204;271.53564;341;767.625;461.75;237.875;93.875;42;501.125;49.875;147.133;15;58
c12c(cccc1)cccc2;1.13;22.934343;323.7417;155.97543;156.69504;323.7417;0;10;18;0;10;10;17.839369;0.99107605;10;0;0;8;1.973451;-2.2102127;-0.62344694;-1.9932275;0.78393066;2.3681228;-1.8540707;-0.47606608;0.8313455;2.5125337;8.745656;0;0;11;19;11;1;0;0;8;187.17052;188.03406;6.8115549;5.6188021;5.6188021;6.8115549;4.9663267;3.4047005;3.4047005;4.9663267;0.71961218;0.86353463;0.91471183;0.63803971;5;0.00025980762;-3.5396032;0.33378628;0.81591308;6.399394;0.48178974;0.48401254;1;0.57814771;0.58081508;-0.75145823;0.081343263;2.1205337;-0.54482317;-0.25029066;0.16647808;2.3278518;-0.40280271;0.19503319;2.4613335;0;1.9626491;1.9626491;2.9311595;2.9311595;-3.6851635;5.2825246;4.2341609;6.6942148;2.9387755;1.3827161;4.263;1.7635357;0.7897315;3.128;-3.2627599;4.3421812;0.71816498;1.2;-1.2;0.49655199;-0.49655199;0.12558948;0.12318257;34.123089;98.03923;1;0.75015932;0;0;0.24984066;0;136.57939;102.45631;0;0;0;0.40000001;0.66666669;568.41663;408.21695;568.41663;1.2;-1.2;0.125;1;0.71781862;0.28218141;0;136.57939;98.03923;0;0;0;3;2.1058791;0.125;1;2.8397999;0;0;146.2914;0;4.3948002;0;0;0;5.1459289;141.14548;0;2.1181843;1.5085702;0.00028230279;0;0.76016748;4.4594316;2.1166077;6.3344417;136.57939;200.88718;140.125;151.37508;0;130.88504;0;0.040119693;2.7553203;1.613489;0.13641848;0;0;0;573.375;320.125;241;227.625;214.5;186.875;87.875;34.875;6.5192022;1.5;6.5764732;6.5192022;-2.0856307;-2.0846529;-2.0742218;-1.2376306;-1.2366529;-1.2262219;1.1244065;47.125;-39;9.25;0;0;0.01405501;0.038685396;0.040119693;0.023429601;0.083919182;0.12631577;0.24760504;0.023477731;0.11527058;0.085714892;0;0;0;1.3135362;277.40005;364.375;557.875;156;9.5;0;0;510.75;0.25;128.174;12;50
Clc1c(Cl)c(-c2ccccc2)ccc1Cl;-0.52999997;32.327553;427.45117;151.43068;274.91165;427.45117;0;12;22;0;15;15;30.681574;1.394617;12;3;0;7;1.9807963;-2.2275565;-0.64846647;-2.0063462;0.92014748;2.4525957;-1.8784746;-0.41090372;0.94682455;2.5639076;8.9124489;1;0.0625;12;23;16;1;1;0.0625;11;239.41191;434.63531;10.836499;9.9431324;6.5414519;7.8364987;7.1983771;5.5222073;3.8213673;5.4663267;123.48096;195.22339;1.1861693;0.88288218;8;0.93030572;-5.3419132;0.54205972;4.5766244;7.4097052;0.35426429;0.64314163;1;0.56009185;1.0168068;-0.75265563;0.06022409;2.1945062;-0.5454157;-0.22235623;0.31438714;2.4361007;-0.40154693;0.34162167;2.539175;0.74380994;1.5252106;1.5252106;5.6993408;5.6993408;-5.3778982;6.9635134;6.4126859;11.484375;4.8884296;2.3971462;11.027713;4.679646;2.2890244;5.6360002;-6.0141301;6.6045356;0.83611846;1.581;-1.581;0.64482808;-0.64482808;0.12109762;0.12714645;43.416943;162.27527;1;0.79481643;0;0;0.20518358;0;222.36418;176.73871;0;0;0;0.5;1;2487.1755;2017.2516;2412.6384;1.581;-1.581;0.11195446;1;0.78488433;0.21511567;0;222.36418;174.53017;0;0;0;4;3.107599;0.11195446;0;5.3137999;0;10.50182;129.87344;117.44593;6.6908002;0;0;10.50182;6.37115;123.50229;117.44593;2.7482398;1.290925;0.87303007;0;0.59002918;5;2.7116613;7.5205631;222.36418;291.71164;217.125;238.21014;0;217.38162;0;0.40597373;2.6652286;1.859076;0.34203455;0;0;0;856;500.125;372.25;328;299.875;263.875;160.25;80.125;0.5;6.5;6.5192022;0.5;-2.5180326;-2.5002453;-2.499563;-1.6700326;-1.6522454;-1.651563;1.2029637;103.375;30.25;17.75;0;0;0.29409519;0.2927334;0.40597373;0.50457269;0.52766329;0.41213673;0.16471191;0.27716497;0.078118682;0.14790328;0;0;0;1.4050573;388.68521;546.125;837;299.875;42;0;0;733.625;24.25;257.547;23;76
S(=O)(=O)([O-])C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F;-1.24;28.855;480.59265;9.304678;471.28796;0;480.59265;0;29;0;29;25;42.639694;1.4703343;8;0;17;0;6.8189511;-2.4455717;-0.46213102;-2.7552633;0.42019999;2.6243176;-2.4271681;0.077739999;0.1108;2.9295101;27.885;7;0.25;0;28;28;10;8;0.2857143;28;67.27282;3879.1714;24.5;12.874886;4;4;12;7.0750704;1.75;1.75;461.98331;3811.8984;2.1171453;1.6347708;10;5.7430067;-55.003468;7.2045269;23.405258;22.055643;0.01936084;0.98063916;0;0.13997887;8.071641;-0.894849;-0.28624076;2.6050935;-0.9123832;-0.3367539;0.26019999;2.4836459;-0.51239604;-0.049199998;2.6465621;9.0944757;0;0;6.8795323;6.8795323;-6.209825;0;5.5943189;29;7;3.6512346;27.49123;6.6227274;3.4494355;6.6431999;-5.7449398;4.6318407;0.98756915;7.23;-8.2309999;3.457701;-4.4577012;0.16216625;0.10367026;0;11.512783;0.74127233;0.90765625;0.16638395;0.2587277;0.092343725;0.092343725;213.95959;261.98438;48.024784;74.678719;26.653936;0.5;1;7913.6938;7371.3516;7464.1372;7.23;-8.2309999;0.0992589;0;0.86776972;0.13223027;0.13223027;0;250.47159;250.47159;288.63831;38.166721;5;3.9818826;0.0992589;0.48275861;4.4984999;0;0;0;254.32193;5.0381198;72.25753;254.32193;0;0;0;8.0966997;3.6546409;1.0080503;0.91421056;51.209999;0.35305744;5.8073549;3.1427801;9.4783669;288.63831;305.31314;235.75;295.50323;48.024784;229.10074;48.024784;6.4591908;2.83991;2.6821594;2.4702115;1.7040977;0.80309957;0.34708044;293;96.875;46.625;18;6.375;1.5;0;0;0.5;0.5;5.7227616;6.041523;-1.3127118;-1.2975709;-1.2948985;-7.5637207;-7.5563664;-7.5354214;1.3004299;529.25;943.625;723.375;341;132;1.0036123;1.5847441;1.7153201;2.4212317;1.7807193;3.058867;0;1.222468;1.3549385;1.488254;2.5772836;4.7654409;6.2523308;1.3496704;453.07358;611.5;1240.75;1006.375;723.375;341;132;711.5;0;499.11697;72;164
Cc1c(C)cc2c(c(C)ccc2)c1;0.41;32.215103;393.57968;218.05478;164.45367;393.57968;0;10;27;0;13;13;26.973278;0.99901026;13;0;0;14;2.0671508;-2.3720272;-0.39237559;-2.2056661;0.54707652;2.4906468;-2.0654182;-0.20309006;0.6150111;2.6422908;15.304898;0;0;11;28;14;2;0;0;17;320.54053;241.91136;9.4222851;8.3867512;8.3867512;9.4222851;6.1815405;4.6487174;4.6487174;6.1815405;53.601105;78.629173;0.87310255;0.62097263;6;0.26488966;-4.9418383;0.69030529;1.8483651;9.0343161;0.55402958;0.41784087;1;0.81442344;0.61464393;-0.76727325;-0.038279723;2.3890662;-0.61423504;-0.20517141;0.069862649;2.5720744;-0.48153141;0.12525551;2.709053;0;2.3632109;2.3632109;4.4060774;4.4060774;-5.2792931;5.2825251;5.5973177;9.5510206;3.6300001;1.7751479;6.834352;2.5169075;1.1980518;4.6047001;-4.6845198;5.6690269;0.71350884;1.47;-1.471;0.5613426;-0.5613426;0.11159068;0.1085224;21.326929;61.274521;1;0.68282992;0;0;0.31717008;0;188.27565;128.56026;0;0;0;0.33333334;0.5;1155.7317;821.14191;1150.8503;1.47;-1.471;0.10197145;1;0.65936923;0.34063077;0;188.27565;124.14317;0;0;0;4;2.6054249;0.10197145;0;3.7650599;0;0;93.361847;99.978043;5.8158998;0;0;9.5567245;5.1459289;88.215919;99.978043;2.5918789;1.7936238;0.42349145;0;0.64772749;4.8073549;2.400265;7.1176043;188.27565;274.17471;195;211.31561;0;178.31052;0;0.15766148;2.6242728;1.3535591;0.2380584;0;0;0;660.75;380.625;304.25;280.25;254;204;100.5;49.125;6.5192022;0.5;6.5;6.5192022;-2.2437422;-2.2419608;-2.2415719;-1.3957423;-1.3939608;-1.3935719;1.1635976;48;-19.875;13.25;0;0;0.094174281;0.017449884;0.15766148;0.16715528;0.14105915;0.094267659;0.41719705;0.11056438;0.4322581;0.063274719;0;0;0;1.3960007;347.24194;484.75;643.875;189.875;20.625;0;0;595.875;7.375;170.25499;20;68
